id,title,content,type,is_vignette,is_random,created_at,updated_at
579,BE29519-MCQ-83,,multiple-choice,0,1,2019-05-26 12:25:48,2019-05-26 12:25:48
580,BE29519-MCQ-84,,multiple-choice,0,1,2019-05-26 12:28:30,2019-05-26 12:28:30
581,BE29519-MCQ-85,,multiple-choice,0,1,2019-05-26 12:33:16,2019-05-26 12:33:16
582,BE29519-MCQ-86,,multiple-choice,0,1,2019-05-26 12:42:33,2019-05-26 12:42:38
583,BE29519-MCQ-87,,multiple-choice,0,1,2019-05-26 12:44:39,2019-05-26 12:44:39
584,BE29519-MCQ-88,,multiple-choice,0,1,2019-05-26 12:46:32,2019-05-26 12:46:32
585,BE29519-MCQ-89,,multiple-choice,0,1,2019-05-26 12:52:53,2019-05-26 12:52:53
586,BE29519-MCQ-90,,multiple-choice,0,1,2019-05-26 12:54:54,2019-05-26 12:54:54
587,BE29519-MCQ-91,,multiple-choice,0,1,2019-05-26 12:57:38,2019-05-26 12:57:38
588,BE29519-MCQ-92,,multiple-choice,0,1,2019-05-26 12:59:51,2019-05-26 12:59:51
589,BE29519-MCQ-93,,multiple-choice,0,1,2019-05-26 13:01:37,2019-05-26 13:01:37
590,BE29519-MCQ-94,,multiple-choice,0,1,2019-05-26 13:12:00,2019-05-26 13:12:00
591,BE29519-MCQ-95,,multiple-choice,0,1,2019-05-26 13:15:57,2019-05-26 13:15:57
592,BE29519-MCQ-96,,multiple-choice,0,1,2019-05-26 13:19:33,2019-05-26 13:19:33
593,BE29519-MCQ-97,,multiple-choice,0,1,2019-05-26 13:21:25,2019-05-26 13:21:25
594,BE29519-MCQ-98,,multiple-choice,0,1,2019-05-26 13:39:44,2019-05-26 13:39:44
595,BE29519-MCQ-99,,multiple-choice,0,1,2019-05-26 13:41:35,2019-05-26 13:41:35
596,BE29519-MCQ-100,,multiple-choice,0,1,2019-05-26 13:43:22,2019-05-26 13:43:22
597,BE29519-MCQ-18,,multiple-choice,0,1,2019-05-26 13:56:47,2019-05-26 13:56:47
598,BE29519-OSCE-Hand-1,<p>A 25 years old man pain and swelling of his right hand after sustaining a wound prick at index finger while gardening 4 days ago. No history of prior treatment. The patient realizes that swelling spreads to the palm.</p>,essay,1,0,2019-05-26 14:15:13,2019-05-26 14:17:44
599,BE29519-OSCE-Hand-2,"<p>A 56-year-old female presents to the office with pain in the radial sided wrist for several years without a history of trauma. She has noticed that she has difficulty with holding door knobs, carrying heavy plates, and turning the key in her car. The pain keeps her awake at night, and she has tried various anti-inflammatory medications with limited success. The radiograph is shown.</p>",essay,1,0,2019-05-26 14:18:17,2019-05-26 14:20:40
600,BE29519-OSCE-Hand-3,<p>A 28-year-old woman presents to your office with complaints of pain with full wrist extension. She does not report any antecedent trauma. The patient is tender over the midcarpal. A radiograph is shown.</p>,essay,1,0,2019-05-26 14:21:10,2019-05-26 14:22:58
601,BE29519-OSCE-Hand-4,<p>A 54-year-old female presents with a hand deformity seen in a clinical picture with history of index finger injury 5 months ago. The patient can&rsquo;t extend her PIP joint.</p>,essay,1,0,2019-05-26 14:23:30,2019-05-26 14:25:49
602,BE29519-OSCE-Hand-5,<p>A 30-year-old male fell while he was out for a run. He landed outstretched hand on his left thenar eminence sustaining an injury to this area 3 days ago. A radiograph is shown</p>,essay,1,0,2019-05-26 14:26:32,2019-05-26 14:28:24
603,BE29519-ONCOLOGY-1,"<p>A 17-year-old female presented with a lump at the left ankle since 8 months ago. History of trauma (+), Pain (+) goes up and down. Laboratory Findings; Hb: 9,6 g/dl, Leucocytes: 6,000/ml, Thrombocytes: 406.000/ml, ESR: 10, SAP: 304(0-390), and LDH: 218(230-460)<strong>&nbsp;</strong></p>",essay,1,0,2019-05-26 15:16:18,2019-05-26 15:20:07
604,BE29519-OSCE-ONCOLOGY-2,"<p>A 52-year-old female complained pain on the right thigh for 6 months. There is an unclear history of cancer. Laboratory result : ESR :&nbsp; 95&nbsp;&nbsp;&nbsp; SAP : <strong>6</strong><strong>9</strong><strong>8</strong> (&lt; 270 )LDH: <strong>2</strong><strong>1</strong><strong>9</strong> (100-190 )CRP :<strong>38</strong><strong>,2 </strong>( 0 &ndash; 5,0 ).</p>",essay,1,0,2019-05-26 15:20:43,2019-05-26 15:23:05
605,BE29519-OSCE-ONCOLOGY-3,"<p>A 26-year-old male presented with a lump at the right buttock and getting bigger since 4 years ago. Pain (-) and there is no limitation of movement. History of trauma (-), fever(-), loss of appetite (-), and no loss of body weight. Laboratory Findings : Hb : 13,5 g/dl&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; Thrombocytes : 281.000, &nbsp;&nbsp;Leucocytes : 7.200, SAP : 196 (0-270), and LDH : 585 (100-190</p>",essay,1,0,2019-05-26 15:23:38,2019-05-26 15:25:40
606,BE29519-OSCE-ONCOLOGY-4,"<p>A 20 years old male complained lump and deformity on both thighs since&nbsp; 4 months.. Laboratory result:&nbsp; ESR :&nbsp;&nbsp; 80&nbsp;&nbsp; SAP : <strong>5</strong><strong>43</strong> (&lt; 270 ) LDH: <strong>27</strong><strong>8</strong> (100-190 )&nbsp; CRP :<strong>21</strong><strong>,2</strong> ( 0 &ndash; 5,0 ).</p>",essay,1,0,2019-05-26 15:26:06,2019-05-26 15:28:25
607,BE29519-OSCE-ONCOLOGY-5,"<p>A 12 years old female visit your clinic with lump and pain in her right knee since 3 months ago. Lump increase in size very fast and she unable to walk since 1,5 month ago. Her parents show you the x-ray and laboratory result.</p>

<table border=""1"" cellspacing=""0"" style=""width:308.4pt"">
	<tbody>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p><strong>Items</strong></p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p><strong>Result</strong></p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p><strong>Parameter</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>Hb</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>9,0</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>12 - 14</p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>WBC</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>8000</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>ESR</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>50</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>20-40</p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>CRP</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>1,2</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>&lt; 1</p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>Alkaline Phosphatase (ALP)</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>400</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>&lt;270</p>
			</td>
		</tr>
		<tr>
			<td style=""vertical-align:top; width:172.55pt"">
			<p>Lactate Dehydrogenase (LDH)</p>
			</td>
			<td style=""vertical-align:top; width:70.4pt"">
			<p>350</p>
			</td>
			<td style=""vertical-align:top; width:65.45pt"">
			<p>100-190</p>
			</td>
		</tr>
	</tbody>
</table>",essay,1,0,2019-05-26 15:28:56,2019-05-26 15:30:50
608,BE29519-OSCE-AR-1,<p>Based on these figures</p>,essay,1,0,2019-05-27 16:16:48,2019-05-27 16:20:03
609,BE29519-OSCE-AR-2,<p>A 28-year-old basketball player suffered from a head-on collision while driving his car three months ago. One thing that he remembered was that the collision was so hard so that the dashboard of his car directly hit his leg. Now he feels that his left knee is painful especially when he runs and jumps vigorously.</p>,essay,1,0,2019-05-27 16:20:59,2019-05-27 16:25:16
610,BE29519-OSCE-AR-3,"<p>A 35-year-old female came to you with a chief complaint of inability to walk due to pain in her left lower leg. Ten months prior to her visit to your hospital, she was involved in a road traffic accident and had an open fracture (Gustilo-Anderson grade IIIB) of the left tibia (AO42.C3) (see Figure 1). She was sent to a rural hospital for debridement and external fixation. Now she came with failed external fixation and pus-producing wound. Another x-ray and laboratory examination have been done in your hospital.</p>",essay,1,0,2019-05-27 16:25:48,2019-05-27 16:28:36
611,BE29519-OSCE-AR-4,"<p>A 30-year-old male came with a painful and deformed left hip after a road traffic accident. The hip was shortened, adducted, and internally rotated. A closed reduction was performed in the emergency room.</p>",essay,1,0,2019-05-27 16:29:15,2019-05-27 16:31:32
612,BE29519-OSCE-AR-5,"<p>A 45-year-old housewife came to you with a painful left knee at the inner side, especially while walking. No pain was elicited when she climbed stairs. The patient had received numerous treatment, medication, and physical therapy but to no avail. A standing knee x-ray was done.</p>",essay,1,0,2019-05-27 16:32:03,2019-05-27 16:34:51
613,BE29519-OSCE-Ped-1,"<p>A 15 years old boy complaining pain on right hip since 3,5 months ago. There is no history of fever or trauma. ESR 60 mm/hour.</p>",essay,1,0,2019-05-27 16:35:19,2019-05-27 16:50:46
614,BE29519-OSCE-Ped-2,"<p>A 10 years old girl with a deformity on her right elbow since 4 years ago. She went to the traditional bone setter for her elbow injury. At this moment, she cannot flex the elbow and feel that her left elbow is unstable.</p>",essay,1,0,2019-05-27 16:51:40,2019-05-27 16:57:36
615,BE29519-OSCE-Ped-3,"<p>A 6 months old boy with a complaint of prolonged on and off a fever for the last week accompanied with a tender, hyperemic soft tissue mass on distal of her left femur. She had an acute upper respiratory tract infection 2 weeks ago</p>",essay,1,0,2019-05-27 16:56:41,2019-05-27 16:59:58
616,BE29519-OSCE-Ped-4,<p>A 4 months old baby with bilateral clubfoot</p>,essay,1,0,2019-05-27 17:00:44,2019-05-27 17:02:53
617,BE29519-OSCE-Ped-5,"<p>A 2-month-old male without other known medical problems is referred for left arm deformity. There is an absence of a thumb, severe radial deviation of the digits, and carpus in relation to the forearm. This deviation is passively correctable to within 20 degrees of neutral. His forearm is shortened. He demonstrates good active flexion and extension of the digits and responds to noxious stimuli throughout the hand.</p>",essay,1,0,2019-05-27 17:03:29,2019-05-27 17:09:36
618,BE29519-OSCE-Spine-1,<p>These are the&nbsp; CT scans of a 40-year-old man.&nbsp; He had severe back pain for 4 weeks.&nbsp; The history of fever since a week ago and have no weakness and numbness in his lower extremities with normal reflex of the Patellar and Achilles tendon reflex.</p>,essay,1,0,2019-05-27 17:48:56,2019-05-27 17:51:52
619,BE29519-OSCE-Spine-2,<p>This is an x-ray of a 58-year-old woman with severe back pain for the past 4 months.&nbsp; He has numbness and weakness in knee extension.&nbsp; She had a history of right radical mastectomy 2 years ago.</p>,essay,1,0,2019-05-27 17:52:20,2019-05-27 17:54:15
620,BE29519-OSCE-Spine-3,<p>This is MRI&nbsp; of a 32-year-old man with left radicular pain for the past 4 weeks (VAS 6/10).&nbsp; He has slight weakness in extension of the great toe (4/5) and numbness at the dorsal skin left foot. Nonoperative treatment has been prescribed 2 weeks ago&nbsp; with significant improvement</p>,essay,1,0,2019-05-27 17:54:47,2019-05-27 17:57:00
621,BE29519-OSCE-Spine-4,"<p>This is CT scan a 70-year-old woman who fell at home. She has severe&nbsp; back pain (VAS: 7/10) especially in changing of position, but the motor and sensory functions are normal</p>",essay,1,0,2019-05-27 17:57:26,2019-05-27 17:59:15
622,BE29519-OSCE-Spine-5,"<p>A young female, 14 years old, came to the outpatient clinic presented with a hump on her back just a couple years ago. None of the family members noticed until she felt uncomfort every time she wears dresses.</p>

<p>After x-ray measurements, Cobb Angle Erect/Bending. Proximal Thoracic T1 &ndash; T5 (5 / 0); Main Thoracic T5 &ndash; T12 (62 / 41); Lumbar T12 &ndash; L4 (28 / 10).&nbsp;&nbsp; Lumbar modifier B. Thoracic Sagittal Profile 30.&nbsp; Risser sign 3</p>",essay,1,0,2019-05-27 17:59:36,2019-05-27 18:02:00
623,BE 131119- MCQ1,,multiple-choice,0,1,2019-11-05 10:25:10,2019-11-05 11:03:46
624,BE 131119-MCQ-2,,multiple-choice,0,1,2019-11-05 10:36:43,2019-11-05 11:04:16
625,BE 131119-MCQ-3,,multiple-choice,0,1,2019-11-05 10:46:14,2019-11-05 11:05:08
626,BE 131119 MCQ-4,,multiple-choice,0,1,2019-11-05 11:00:05,2019-11-05 11:05:43
627,BE 131119 MCQ-5,,multiple-choice,0,1,2019-11-05 11:09:10,2019-11-05 11:09:10
628,BE 131119 MCQ-6,,multiple-choice,0,1,2019-11-05 11:13:30,2019-11-05 11:13:30
629,BE 131119 MCQ-7,,multiple-choice,0,1,2019-11-05 11:17:00,2019-11-05 11:17:00
630,BE 131119 MCQ-8,,multiple-choice,0,1,2019-11-05 11:20:33,2019-11-05 11:22:16
631,BE 131119 MCQ-9,,multiple-choice,0,1,2019-11-05 11:24:29,2019-11-05 11:24:29
633,BE 131119 MCQ-11,,multiple-choice,0,1,2019-11-07 07:35:22,2019-11-07 07:35:22
634,BE 131119 MCQ-12,,multiple-choice,0,1,2019-11-07 07:38:59,2019-11-07 07:38:59
635,BE 131119 MCQ-13,,multiple-choice,0,1,2019-11-07 07:41:34,2019-11-07 07:41:34
636,BE 131119 MCQ-14,,multiple-choice,0,1,2019-11-07 07:46:27,2019-11-07 07:46:27
637,BE 131119 MCQ-15,,multiple-choice,0,1,2019-11-07 07:48:34,2019-11-07 07:48:34
638,BE 131119 MCQ-16,,multiple-choice,0,1,2019-11-07 07:58:15,2019-11-07 07:58:15
639,BE 131119 MCQ-17,,multiple-choice,0,1,2019-11-07 08:00:33,2019-11-07 08:00:33
640,BE 131119 MCQ-18,,multiple-choice,0,1,2019-11-07 08:02:49,2019-11-07 08:02:49
641,BE 131119 MCQ-19,,multiple-choice,0,1,2019-11-07 08:09:35,2019-11-07 08:09:35
642,BE 131119 MCQ-20,,multiple-choice,0,1,2019-11-07 08:16:32,2019-11-07 08:16:32
643,BE 131119 MCQ-21,,multiple-choice,0,1,2019-11-07 08:18:37,2019-11-07 08:18:37
644,BE 131119 MCQ-22,,multiple-choice,0,1,2019-11-07 08:22:24,2019-11-07 08:22:24
645,BE 131119 MCQ-23,,multiple-choice,0,1,2019-11-07 08:26:42,2019-11-07 08:26:42
646,BE 131119 MCQ-24,,multiple-choice,0,1,2019-11-07 08:30:11,2019-11-07 08:30:11
647,BE 131119 MCQ-25,,multiple-choice,0,1,2019-11-07 08:32:17,2019-11-07 08:32:17
648,BE 131119 MCQ-26,,multiple-choice,0,1,2019-11-07 08:35:57,2019-11-07 08:35:57
649,BE 131119 MCQ-27,,multiple-choice,0,1,2019-11-07 08:39:16,2019-11-07 08:39:16
650,BE 131119 MCQ-28,,multiple-choice,0,1,2019-11-07 08:41:35,2019-11-07 08:41:35
651,BE 131119 MCQ-29,,multiple-choice,0,1,2019-11-07 08:47:02,2019-11-07 08:47:02
652,BE 131119 MCQ-30,,multiple-choice,0,1,2019-11-07 08:50:33,2019-11-07 08:50:33
653,BE 131119 MCQ-31,,multiple-choice,0,1,2019-11-07 09:01:45,2019-11-07 09:01:45
654,BE 131119 MCQ-52,,multiple-choice,0,1,2019-11-07 09:04:46,2019-11-07 09:04:46
655,BE 131119 MCQ-33,,multiple-choice,0,1,2019-11-07 09:09:38,2019-11-07 09:09:38
656,BE 131119 MCQ-34,,multiple-choice,0,1,2019-11-07 09:13:40,2019-11-07 09:13:40
657,BE 131119 MCQ-35,,multiple-choice,0,1,2019-11-07 09:17:51,2019-11-07 09:17:51
658,BE 131119 MCQ-36,,multiple-choice,0,1,2019-11-07 10:07:58,2019-11-07 10:07:58
659,BE 131119 MCQ-37,,multiple-choice,0,1,2019-11-07 10:39:17,2019-11-07 10:39:17
660,BE 131119 MCQ-38,,multiple-choice,0,1,2019-11-07 11:12:28,2019-11-07 11:12:28
661,BE 131119 MCQ-39,,multiple-choice,0,1,2019-11-07 13:29:04,2019-11-07 13:29:04
662,BE 131119 MCQ-40,,multiple-choice,0,1,2019-11-07 13:31:43,2019-11-07 13:31:43
663,BE 131119 MCQ-41,,multiple-choice,0,1,2019-11-07 13:38:22,2019-11-07 13:40:07
665,BE 131119 MCQ-42,,multiple-choice,0,1,2019-11-07 15:05:05,2019-11-07 15:05:05
666,BE 131119 MCQ-43,,multiple-choice,0,1,2019-11-07 15:54:56,2019-11-07 15:54:56
667,BE 131119 MCQ-44,,multiple-choice,0,1,2019-11-07 15:58:48,2019-11-07 15:58:48
668,BE 131119 MCQ-45,,multiple-choice,0,1,2019-11-07 16:12:01,2019-11-07 16:12:01
669,BE 131119 MCQ-46,,multiple-choice,0,1,2019-11-07 16:43:02,2019-11-07 16:43:02
670,BE 131119 MCQ-47,,multiple-choice,0,1,2019-11-07 16:50:25,2019-11-07 16:50:25
671,BE 131119 MCQ-48,,multiple-choice,0,1,2019-11-07 16:55:38,2019-11-07 16:55:38
672,BE 131119 MCQ-49,,multiple-choice,0,1,2019-11-07 17:00:25,2019-11-07 17:00:25
673,BE 131119 MCQ-50,,multiple-choice,0,1,2019-11-07 17:10:38,2019-11-07 17:10:38
674,BE 131119 MCQ-51,,multiple-choice,0,1,2019-11-07 18:06:31,2019-11-07 18:06:31
675,BE 131119 MCQ-52,,multiple-choice,0,1,2019-11-07 18:13:21,2019-11-07 18:13:21
676,BE 131119 MCQ-53,,multiple-choice,0,1,2019-11-07 18:34:23,2019-11-07 18:34:23
677,BE 131119 MCQ-54,,multiple-choice,0,1,2019-11-07 18:36:57,2019-11-07 18:36:57
678,BE 131119 MCQ-55,,multiple-choice,0,1,2019-11-07 18:40:30,2019-11-07 18:40:30
679,BE 131119 MCQ-56,,multiple-choice,0,1,2019-11-07 18:42:03,2019-11-07 18:42:03
680,BE 131119 MCQ-57,,multiple-choice,0,1,2019-11-07 18:44:18,2019-11-07 18:44:18
681,BE 131119 MCQ-58,,multiple-choice,0,1,2019-11-07 18:52:08,2019-11-07 18:52:08
682,BE 131119 MCQ-59,,multiple-choice,0,1,2019-11-07 18:58:11,2019-11-07 18:58:11
683,BE 131119 MCQ-60,,multiple-choice,0,1,2019-11-07 19:03:27,2019-11-07 19:03:27
684,BE 131119 MCQ-61,"<p>A 42-years-old gentleman suffered from acute back pain for the past two weeks. The vital signs are within normal range, with sub febrile (T : 37,9 Celsius), He denies numbness and weakness.&nbsp; CT scan results are shown below.</p>",multiple-choice,1,0,2019-11-07 19:06:38,2020-05-07 20:04:31
685,BE 131119 MCQ-64,"<p>This is the sagittal MRI scan of a 34-year old man, who suffer from severe low back pain for 2 months. Standing, sitting, forward bending will exacerbate the pain, while rest in supine position will reduce the pain.</p>",multiple-choice,1,0,2019-11-07 19:19:06,2020-05-07 20:04:55
686,BE 131119 MCQ-67,"<p>A 44-year old-man come to A&amp;E Department suffered from total tetraplegia after a motor vehicle collision 3 days ago. Physical findings BP: 80 /50&nbsp; , heart rate : 40 time/minute, RR : 26/minute, temperature : 36,7 Celsius</p>",multiple-choice,1,0,2019-11-07 19:51:54,2020-05-07 20:05:07
687,BE 131119 MCQ-70,"<p>The current right femur lateral radiograph of a 9-year-old boy who went to the emergency department after falling from his skateboard. He has acute right leg pain, deformity, and cannot bear weight. Vascular and neurologic examination findings are normal. His skin is intact; however, he has a healed 3-inch scar on the lateral side of his right thigh. The boy weighs 40 kg.</p>",multiple-choice,1,0,2019-11-08 07:57:57,2019-11-08 08:02:19
688,BE 131119 MCQ-72,"<p>A 10-year-old boy&nbsp; has right knee pain related to activity for the last 3 months. An avid soccer player, he has noted pain on the front part of the knee after the first 15 minutes of running. There was swelling but without any mechanical symptoms</p>",multiple-choice,1,0,2019-11-08 08:05:16,2019-11-08 08:11:09
689,BE 131119 MCQ-75,"<p>A 13-year-old and overweight boy came with the complain of left hip pain that sometimes radiates to the knee. The pain has been there for 6 months, on and off. Physical examination reveals that he is still able to walk with a Trendelenburg gait of the left hip with limited internal rotation and abduction due to pain. X ray of the left hip as follows</p>",multiple-choice,1,0,2019-11-08 08:12:52,2020-05-07 20:05:24
690,BE 131119 MCQ-78,"<p>A 9 year old boy with a history of swollen and painfull forearm after a fell down 3 months ago. The patient were brought to a local bonesetter where his forearm is splinter for 6 weeks. After the splint is removed, the forearm is pain free however there is limitation of movement on his elbow. What is your clinical diagnosis</p>",multiple-choice,1,0,2019-11-08 08:19:07,2020-05-07 20:05:41
691,BE 131119 MCQ-80,<p>A 14 months old girl came to your clinic with a short-leg gait of the left lower extremity. History shows that she was born with breech presentation. There is no history of pain or fever. The trendelenburg sign on the left hip is positive with limited abduction</p>,multiple-choice,1,0,2019-11-08 08:27:48,2020-05-07 20:05:56
692,BE 131119 MCQ-82,"<p>A 76-year-old, right-hand-dominant man presents to clinic complaining of right shoulder pain. The pain started several months ago, has gotten progressively worse, and is located diffusely over his deltoid region. He has night pain and pain with overhead activity. On examination, there is no visible muscle atrophy, and he has full passive and near full active range of motion. He experiences pain and some weakness with resisted shoulder forward flexion and abduction.</p>",multiple-choice,1,0,2019-11-08 08:32:47,2020-05-07 20:03:55
693,BE 131119 MCQ-85,<p>A 9-year-old boy presents to your clinic with a limping gait which has been there for a few weeks and the problem has been worsening since then. He takes shorter steps with his left leg and spends less of the stance phase on that limb. Examination of bilateral hips reveals significant limitations in both hips in internal and external rotation and abduction. The x ray is as follows</p>,multiple-choice,1,0,2019-11-08 08:41:11,2020-05-07 20:03:35
695,BE 131119 MCQ-90,,multiple-choice,0,1,2019-11-08 08:51:19,2019-11-08 08:51:19
697,BE 131119 MCQ-92,,multiple-choice,0,1,2019-11-08 08:58:46,2019-11-08 08:58:46
699,BE 131119 MCQ-94,,multiple-choice,0,1,2019-11-08 09:10:36,2019-11-08 09:10:36
700,BE 131119 MCQ-95,,multiple-choice,0,1,2019-11-08 09:12:47,2019-11-08 09:12:47
701,BE 131119 MCQ-96,,multiple-choice,0,1,2019-11-08 09:15:26,2019-11-08 09:15:26
702,BE 131119 MCQ-97,,multiple-choice,0,1,2019-11-08 09:17:36,2019-11-08 09:17:36
704,BE 131119 MCQ-99,,multiple-choice,0,1,2019-11-08 09:24:14,2019-11-08 09:24:14
705,BE 131119 MCQ-100,,multiple-choice,0,1,2019-11-08 09:27:37,2019-11-08 09:27:37
706,BE 131119 MCQ-10,,multiple-choice,0,1,2019-11-08 09:45:39,2019-11-08 09:45:39
707,BE 131119 OSCE HAND 1,<p>Based on this anatomical pictures. Please answer these following questions.</p>,essay,1,0,2019-11-08 14:33:26,2020-05-07 21:09:11
708,BE 131119 OSCE HAND 2,"<p>This is the lateral x-ray view of male 35 years old, injured his hand while playing basketball and present to the emergency room.</p>",essay,1,0,2019-11-08 14:37:23,2020-05-07 21:09:27
709,BE 131119 OSCE HAND 3,"<p>A 28-year-old, right-hand-dominant male caught big air going off a jump while playing soccer for the first time. He landed awkwardly on his non-dominant left hand and immediately developed pain.</p>",essay,1,0,2019-11-08 14:40:41,2020-05-07 21:10:12
710,BE 131119 OSCE HAND 4,"<p>55-year-old female who presents with 5 days of left sided long finger pain.&nbsp; She denies a history of injury to the finger.&nbsp; She was seen at an urgent care and started on warm soaks, elevation, and oral 1st generation cephalosporin, but the pain and swelling has persisted.&nbsp;</p>",essay,1,0,2019-11-08 14:43:46,2020-05-07 21:10:40
711,BE 131119 OSCE HAND 5,<p>Figure above&nbsp;show a child with a congenital abnormality.</p>,essay,1,0,2019-11-08 14:47:33,2020-05-07 21:12:00
712,BE 131119 OSCE MST1,"<p>Male, 35 years old, complained lump on the proximal leg for 3 months. Laboratory result : ESR :&nbsp;&nbsp; 80, SAP : <strong>599</strong> (&lt; 270 &nbsp;LDH: <strong>279</strong> (100-190 )&nbsp; CRP :<strong>49,2</strong> ( 0 &ndash; 5,0 ). Clinical, radiological and Histopathological pictures shown below</p>",essay,1,0,2019-11-12 15:17:14,2019-11-12 15:20:48
713,BE 131119 OSCE MST2,"<p>Male, 20 years old complained lump and deformity on both thighs for 4 months. Laboratory result:&nbsp; ESR :&nbsp;&nbsp; 80&nbsp;&nbsp; SAP : <strong>5</strong><strong>43</strong> (&lt; 270 ) LDH: <strong>27</strong><strong>8</strong> (100-190 )&nbsp; CRP :<strong>21</strong><strong>,2</strong> ( 0 &ndash; 5,0 ). The radiology and histopathology results were shown below.</p>",essay,1,0,2019-11-12 15:21:40,2019-11-12 15:27:41
714,BE 131119 OSCE MST-3,"<p>Male, 34 years old complained about incontinent urine and alvi since 5&nbsp;months. There is no history of trauma. Laboratory result : ESR :&nbsp; 80&nbsp;&nbsp;&nbsp; SAP : <strong>5</strong><strong>23</strong> (&lt; 270 )&nbsp; LDH: <strong>2</strong><strong>80</strong> (100-190 )&nbsp;&nbsp;&nbsp; CRP :<strong>49,2</strong> ( 0 &ndash; 5,0 ).&nbsp; Chest X-ray: No sign Metastasis and the Bone scan revealed that single lesion. Pelvic x-ray and histopathology result as shown below</p>",essay,1,0,2019-11-12 15:28:26,2019-11-12 15:35:32
715,BE 131119 OSCE MST-4,<p>A 55 years old female complaining severe pain on her left arm suddenly in the morning. No history of trauma and cancer before. She went to an emergency room and admitted to the hospital for further management.</p>,essay,1,0,2019-11-12 15:36:31,2019-11-12 15:58:02
716,BE 131119 OSCE MST-5,<p>45 years old female admitted to hospital due to severe pain on her left hip. She was unable to walk after wake up in the morning. She had a history of mastectomy 3 years ago and completed serial chemotherapy 2 years ago. The X-ray picture was shown below.</p>,essay,1,0,2019-11-12 15:41:21,2019-11-12 15:44:17
717,BE 131119 OSCE SPINE-1,"<p>This is a T2 weighted image of a cervical MRI&nbsp; of a 32-year-old man, who suffered from complete tetraplegia after a road traffic accident.</p>",essay,1,0,2019-11-12 15:48:44,2019-11-12 15:51:58
718,BE 131119 OSCE SPINE-2,<p>72-year-old woman has gait and balance difficulties since 3 months ago. Physical examination reveals a weakness in upper extremity weakness (3/5) and lower extremity (4/5). The MRI result is shown below :</p>,essay,1,0,2019-11-12 15:53:12,2019-11-12 15:57:48
719,BE 131119 OSCE SPINE-3,"<p>Spinal physiology :</p>

<p>&nbsp;</p>

<ol>
	<li>&nbsp;</li>
</ol>",essay,1,0,2019-11-12 15:58:38,2019-11-12 16:01:13
720,BE 131119 OSCE SPINE-4,"<p>A 55-year-old man with diabetes mellitus.&nbsp; He had back pain for 5 months.&nbsp; He now has a fever and progressive weakness and numbness in his lower extremities.&nbsp; Examination reveals 3/5 strength in both lower extremities, with decreased sensation in both lower extremities. Lab result : Hb 10,6 , WBC : 11.000 LED : 60/90</p>

<p>The MRI scan is shown below:</p>",essay,1,0,2019-11-12 16:01:40,2019-11-12 16:05:16
721,BE 131119 OSCE SPINE-5,"<p>These are the result of post-contrast fluoroscopy on the lumbar region of a 46-year-old gentleman who has had low-back pain for 3 months.&nbsp; He also has pain on the right buttock, but no numbness or weakness reveals on both lower legs.&nbsp; His pain is worsened by extension and relieved with flexion.</p>",essay,1,0,2019-11-12 16:05:41,2019-11-12 16:09:24
722,BE 131119 OSCE PED-1,<p>The figure above shows the Ponseti method</p>,essay,1,0,2019-11-12 16:10:07,2019-11-12 16:14:41
723,BE 131119 OSCE PED-2,"<p>A 3 years old boy had an episode of upper respiratory tract infection 2 weeks ago. These last 5 days he developed swelling and redness on his left shoulder. He was brought to a local traditional masseseur where he had his left shoulder massaged, only to find his left shoulder becomes progressively swollen</p>",essay,1,0,2019-11-12 16:15:40,2019-11-12 16:18:08
724,BE 131119 OSCE PED-3,<p>X-ray of left ankle AP and lateral views</p>,essay,1,0,2019-11-12 22:23:02,2019-11-12 22:50:13
